text,category_name,label
Check pipe spool cut length dimension: account for gasket thickness,Dimension,2
PART NUMBER MISMATCH BETWEEN ASSEMBLY DRAWING AND SUB-ASSEMBLY DETAIL,Technical,0
GASKET MATERIAL SPECIFIED IS INCOMPATIBLE WITH PROCESS FLUID: CHANGE TO PTFE / SPIRAL WOUND,Material,10
COORDINATE TIE-IN POINT TP-714 LOCATION BETWEEN PIPING AND BATTERY LIMIT PACKAGE -MWR,Coordination,5
WELD SIZE UNDERSIZED: 1/4 INCH FILLET WELD SPECIFIED BUT 3/8 INCH REQUIRED FOR BASE METAL THICKNESS -MWR,Technical,0
COORDINATE WITH MECHANICAL: EQUIPMENT NOZZLE LOADS EXCEED ALLOWABLE PIPING INTERFACE LIMITS -UCC,Coordination,5
Spelling error in note 3: 'reciever' should be corrected to 'receiver',Cosmetic,3
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID C-5 -RJY,Drafting,1
Anchor bolt material must be hot-dip galvanized ASTM F1554 Grade 55 By: BreKol,Material,10
Emergency exit signage symbol not per ISO 7010 safety sign standard,Standards,4
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE -MWR,Technical,0
Nozzle projection dimension missing from vessel outer shell -UCC,Dimension,2
Missing radial clearance dimension around valve handwheel -JCM,Dimension,2
INTER-DISCIPLINE CLASH: PIPE SUPPORT BRACKET INTERFERES WITH INSTRUMENT JUNCTION BOX JB-204 -RJY,Coordination,5
Clash between gravity drain line slope and underground electrical duct bank -RJY,Coordination,5
REINFORCING BAR REBAR GRADE MUST BE ASTM A615 GRADE 60 PER STRUCTURAL SPEC,Material,10
Previous revision cloud Rev A must be removed before issuing Rev B By: VSM,Revision,7
WRONG GASKET MATERIAL: GRAPHITE FILLED SPIRAL WOUND REQUIRED FOR STEAM SERVICE -BEK,Material,10
Wrong projection views: Section E-E projection is inverted from plan,Drafting,1
Clash between gravity drain line slope and underground electrical duct bank,Coordination,5
Standard compliance: instrumentation tag format does not follow ISA-5.1 naming rule,Standards,4
Clash between gravity drain line slope and underground electrical duct bank,Coordination,5
Font size too small on valve tag callouts: increase to standard 2.5mm,Cosmetic,3
BOM DESCRIPTION INCORRECT: ITEM 7 DESCRIPTION SAYS GATE VALVE BUT GRAPHIC SHOWS GLOBE VALVE,BOM,12
PIPE HANGER SUPPORT SYMBOL NON-COMPLIANT WITH MSS SP-58 STANDARD -JDM,Standards,4
Add general note specifying concrete minimum 28-day compressive strength 4000 PSI -JDM,Notes,11
Interference between flare header expansion loop and existing pipe rack column,Coordination,5
REVISION SYMBOL DELTA-2 MISSING NEAR RELOCATED DRAIN VALVE -JCM,Revision,7
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench -MWR,Feasibility,9
BOM ITEM TABLE ROW 9 MISSING ASTM MATERIAL SPECIFICATION NUMBER -RJY,BOM,12
BOM ITEM 5 SIZE CALLOUT SHOWS 4 INCH BUT ISOMETRIC DRAWING SHOWS 6 INCH PIPE,BOM,12
Piping and structural clash: pipe flange hits bottom flange of W12 beam By: BreKol,Coordination,5
DRAWING RELEASE STATUS STILL MARKED 'DRAFT': UPDATE TO 'APPROVED FOR CONSTRUCTION',Documentation,6
Structural steel member designation format violates AISC standard naming,Standards,4
Project work order number missing in document control block,Documentation,6
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH,Feasibility,9
INCORRECT O-RING ELASTOMER MATERIAL: SPECIFY VITON FOR HYDROCARBON SERVICE BY: BREKOL,Material,10
Incorrect tolerance specified on hole pattern for P-204A/B baseplate -MWR,Technical,0
BOM item table row 9 missing ASTM material specification number,BOM,12
COORDINATE TIE-IN POINT TP-661 LOCATION BETWEEN PIPING AND BATTERY LIMIT PACKAGE,Coordination,5
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized',Cosmetic,3
"Transport limit: modular unit height 45'-0"" exceeds railway overpass clearance",Feasibility,9
ERECTION FEASIBILITY ISSUE: COLUMN SPLICE LOCATION INACCESSIBLE FOR MOBILE CRANE HOOK,Feasibility,9
Drawing cross-reference index table incomplete on cover sheet -MWR,Documentation,6
BOM part number typo: replace vendor code XYZ-100 with XYZ-200 By: VSM,BOM,12
DRAWING RELEASE STATUS STILL MARKED 'DRAFT': UPDATE TO 'APPROVED FOR CONSTRUCTION',Documentation,6
Tubing material callout incorrect: specify seamless 316SS instrument tubing -JJD,Material,10
Part number wrong on C-100 bracket mounting assembly: shows PL-102-CS instead of PL-102-HDG,Technical,0
"CL EL 345'-11 3/4"" CALLOUT MISSING FOR PIPE CENTERLINE ON ELEVATION VIEW",Dimension,2
"INCORRECT ELEVATION CALLOUT: TOC SHOWS 345'-11 3/4"" BUT SECTION SHOWS 114'-0""",Dimension,2
Incorrect drawing scale: indicated scale 1:100 does not match graphic bar scale,Drafting,1
Missing moment connection plate weld size callout on detail Section 4,Technical,0
Pipe schedule standard callout non-compliant with ASME B36.10M -BEK,Standards,4
FABRICATION FEASIBILITY: TIGHT PIPE SPOOL GEOMETRY CANNOT BE HOT-DIP GALVANIZED WITHOUT POOLING -JCM,Feasibility,9
Add mandatory safety note: 'Do not energize equipment prior to interlock validation',Notes,11
BOM description missing valve actuator model and air supply pressure rating -RJY,BOM,12
TEXT OVERLAPPING WITH DRAWING BORDER AT LOWER RIGHT CORNER,Cosmetic,3
Revision cloud overlaps drawing title block: reposition cloud boundary -RJY,Revision,7
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping By: BreKol,Feasibility,9
BOM item 5 size callout shows 4 inch but isometric drawing shows 6 inch pipe,BOM,12
DRAWING INDEX SHEET LIST DOES NOT MATCH ACTUAL SHEETS INCLUDED IN PACKAGE,Documentation,6
REVISION SYMBOL DELTA-2 MISSING NEAR RELOCATED DRAIN VALVE -JCM,Revision,7
Material specification discrepancy between piping line list and isometric drawing -MWR,Material,10
Equipment transport feasibility: skid width exceeds maximum roadway shipping clearance,Feasibility,9
Missing moment connection plate weld size callout on detail Detail 12 By: BreKol,Technical,0
Part number wrong on TK-401 bracket mounting assembly: shows FST-882-SS instead of BKT-4081-B -MWR,Technical,0
Calculation error: thermal expansion stress exceeds allowable code stress on line 12-CW-305-CS,Calculation,8
STRUCTURAL BEAM MATERIAL CALLOUT MISSING ASTM SPECIFICATION STANDARD ON DRAWING,Material,10
Font height inconsistent between sheet title and drawing subtitle,Cosmetic,3
Structural steel member designation format violates AISC standard naming -MWR,Standards,4
ERECTION SEQUENCE CONFLICT: BEAM CANNOT BE INSTALLED AFTER VESSEL IS SET ON FOUNDATION BY: BREKOL,Feasibility,9
Multiple revisions mixed on sheet: clear Rev 1 clouds and keep only Rev 2 changes By: VSM,Revision,7
REVISION STATUS IN TITLE BLOCK SAYS REV 1 BUT REVISION TABLE LISTS REV 2 -JJD,Revision,7
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking -JJD",Feasibility,9
Update BOM item descriptions to match standard SAP catalog naming conventions -JJD,BOM,12
MISSING MATCH LINE CALLOUT ON SHEET 2 FOR CONTINUATION ON SHEET 1,Drafting,1
ARROWHEAD MISSING ON SECTION CUT CALLOUT MARKER -UCC,Drafting,1
MACHINING FINISH SYMBOL RA 3.2 MISSING ON SHAFT SEAL LANDING -JCM,Technical,0
Add mandatory safety note: 'Do not energize equipment prior to interlock validation',Notes,11
Clash detected in 3D model between fire protection sprinkler header and structural brace,Coordination,5
Revise note 1 to reference the latest geotechnical site investigation report By: VSM,Notes,11
Client logo and project title missing from cover sheet title block -BEK,Documentation,6
Typo in note 7: 'feedeer' corrected to 'feeder',Cosmetic,3
Structural steel member designation format violates AISC standard naming -JCM,Standards,4
Incorrect drawing scale: indicated scale 1:50 does not match graphic bar scale -JJD,Drafting,1
Emergency exit signage symbol not per ISO 7010 safety sign standard -RJY,Standards,4
Revision description vague: replace 'Revisions' with detailed change description -JCM,Revision,7
Emergency exit signage symbol not per ISO 7010 safety sign standard,Standards,4
REVISION DESCRIPTION VAGUE: REPLACE 'REVISIONS' WITH DETAILED CHANGE DESCRIPTION -UCC,Revision,7
Delta symbol callout 3 missing on sheet 2 revision history table -JJD,Revision,7
Fabrication feasibility: tight pipe spool geometry cannot be hot-dip galvanized without pooling,Feasibility,9
MANDATORY NOTE MISSING: 'CONTRACTOR SHALL VERIFY ALL TIE-IN DIMENSIONS PRIOR TO FABRICATION',Notes,11
Coordinate with civil lead: concrete pad size insufficient for new pump skid footprint,Coordination,5
Coordinate tie-in point TP-588 location between piping and battery limit package By: VSM,Coordination,5
Title block scale box shows 'NTS' but drawing is plotted to scale 1:50 By: VSM,Documentation,6
Maintenance accessibility: insufficient clearance to pull heat exchanger tube bundle,Feasibility,9
MAINTENANCE FEASIBILITY: FILTER BASKET CANNOT BE REMOVED WITHOUT DISCONNECTING PIPING,Feasibility,9
Anchor bolt material must be hot-dip galvanized ASTM F1554 Grade 55 By: BreKol,Material,10
STRUCTURAL BEAM SIZE W14X90 INCONSISTENT WITH DESIGN CALCULATION SHEET CALC-ST-101 BY: BREKOL,Calculation,8
Design inconsistency: pressure drop calculation does not match line sizing on P&ID -MWR,Calculation,8
REVISION CLOUD OVERLAPS DRAWING TITLE BLOCK: REPOSITION CLOUD BOUNDARY -UCC,Revision,7
COSMETIC CLEANUP: REMOVE STRAY CAD DOTS AND UNREFERENCED TEXT FRAGMENTS,Cosmetic,3
Incorrect tolerance specified on hole pattern for C-100 baseplate -JCM,Technical,0
BOM description missing valve actuator model and air supply pressure rating,BOM,12
Text overlapping dimension leader arrow: adjust text box position -UCC,Cosmetic,3
SPELLING MISTAKE IN COATING SPEC NOTE: 'GALVANISE' SHOULD BE 'GALVANIZED' BY: VSM,Cosmetic,3
Erection feasibility: provide temporary lifting lugs for modular frame transport,Feasibility,9
Anchor bolt projection dimension from top of grout missing,Dimension,2
Piping and structural clash: pipe flange hits bottom flange of W12 beam,Coordination,5
MATERIAL SPECIFICATION DISCREPANCY BETWEEN PIPING LINE LIST AND ISOMETRIC DRAWING,Material,10
Inconsistent capitalization in equipment callouts: use all uppercase,Cosmetic,3
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2 -JDM,BOM,12
Revision block shows Rev 0 date but drawing contains Rev 1 markups,Revision,7
FABRICATION FEASIBILITY: WELD JOINT BETWEEN THICK PLATES CANNOT BE REACHED WITH WELDING GUN -MWR,Feasibility,9
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking By: BreKol",Feasibility,9
Wrong valve body material: specify 316L stainless steel for acid injection line -MWR,Material,10
Material specification discrepancy between piping line list and isometric drawing -UCC,Material,10
Clash between gravity drain line slope and underground electrical duct bank -JJD,Coordination,5
Missing radius dimension on elbow bend curvature callout -JCM,Dimension,2
CENTER-TO-CENTER DIMENSION BETWEEN NOZZLES N1 AND N2 IS MISSING,Dimension,2
TEXT JUSTIFICATION MISALIGNED IN EQUIPMENT TABLE COLUMN -MWR,Cosmetic,3
Pipe schedule standard callout non-compliant with ASME B36.10M -JDM,Standards,4
TYPO ERROR: 'TEMPARATURE' SPELLED INCORRECTLY IN INSTRUMENT SCHEDULE -JDM,Cosmetic,3
NOTE 5 WORDING UNCLEAR: REVISE TO STATE CLEARLY 'ALL DIMENSIONS ARE IN MILLIMETERS UNLESS NOTED' -JDM,Notes,11
Standard compliance: instrumentation tag format does not follow ISA-5.1 naming rule,Standards,4
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED,Revision,7
ECN NUMBER MISSING ON ENGINEERING CHANGE DETAIL FOR VALVE MANIFOLD BRACKET -MWR,Technical,0
Revision issue status changed from IFD to IFC but revision table not updated -RJY,Revision,7
General note regarding field touch-up paint missing from structural drawing -BEK,Notes,11
TEXT ALIGNMENT IN GENERAL NOTES SECTION IS JAGGED: ALIGN LEFT MARGINS,Cosmetic,3
Update BOM item descriptions to match standard SAP catalog naming conventions,BOM,12
CLASH WITH CIVIL/STRUCTURAL: HVAC DUCT PENETRATES STRUCTURAL MOMENT FRAME BEAM,Coordination,5
CODAL COMPLIANCE ISSUE: AISLE CLEARANCE WIDTH BELOW NFPA MINIMUM 36 INCHES BY: BREKOL,Standards,4
Missing engineer of record professional seal and signature in title block,Documentation,6
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm,Calculation,8
Typo error in title block: 'ENGINEERINGG' misspelled with double G By: VSM,Cosmetic,3
Revision cloud overlaps drawing title block: reposition cloud boundary By: BreKol,Revision,7
COORDINATE TIE-IN POINT TP-310 LOCATION BETWEEN PIPING AND BATTERY LIMIT PACKAGE -JDM,Coordination,5
BOM part number typo: replace vendor code XYZ-100 with XYZ-200,BOM,12
Flange material must match pipe material specification ASTM A105 for CS lines,Material,10
PART NUMBER IN BILL OF MATERIALS TABLE DOES NOT MATCH VENDOR CERTIFIED CUT SHEET BY: VSM,BOM,12
MISSING ITEM TAG NUMBER IN BOM SCHEDULE COLUMN FOR TEMPERATURE TRANSMITTER,BOM,12
Fabrication feasibility: tight pipe spool geometry cannot be hot-dip galvanized without pooling By: BreKol,Feasibility,9
MULTIPLE REVISIONS MIXED ON SHEET: CLEAR REV 1 CLOUDS AND KEEP ONLY REV 2 CHANGES -JDM,Revision,7
MATERIAL SPECIFICATION DISCREPANCY BETWEEN PIPING LINE LIST AND ISOMETRIC DRAWING BY: BREKOL,Material,10
INCORRECT PART NUMBER IN BOM ITEM 5: CATALOG NUMBER DOES NOT MATCH MANUFACTURER SPEC -JJD,BOM,12
Center-to-center dimension between nozzles N1 and N2 is missing By: BreKol,Dimension,2
MATERIAL SPECIFICATION DISCREPANCY BETWEEN PIPING LINE LIST AND ISOMETRIC DRAWING BY: VSM,Material,10
MISSING CLIENT DRAWING REFERENCE NUMBER IN MASTER TITLE BLOCK,Documentation,6
ECN NUMBER MISSING ON ENGINEERING CHANGE DETAIL FOR REBOILER SADDLE -BEK,Technical,0
SAFETY RELIEF VALVE SYMBOL DOES NOT COMPLY WITH API 526 STANDARD REPRESENTATION BY: VSM,Standards,4
Note reference error: detail refers to note 15 but notes list only goes up to note 11 -JJD,Notes,11
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL -BEK,Dimension,2
MISSING DASHED HIDDEN LINE REPRESENTING EQUIPMENT CLEARANCE ENVELOPE,Drafting,1
TITLE BLOCK INCOMPLETE: PROJECT NUMBER AND DRAWING REVISION LETTER MISSING -JCM,Documentation,6
Revision cloud drawn with wrong line weight: must follow revision standard style By: VSM,Revision,7
Safety shower symbol orientation violates ANSI Z358.1 specification,Standards,4
Pipe schedule standard callout non-compliant with ASME B36.10M,Standards,4
General notes page says scan survey date 06/19/25: please clarify survey reference note -BEK,Notes,11
Document distribution stamp incomplete: missing transmittal number -UCC,Documentation,6
Reinforcing bar rebar grade must be ASTM A615 Grade 60 per structural spec,Material,10
MISSING REVISION TRIANGLE TAG NEXT TO REVISED BEAM SIZE ON FRAMING PLAN -UCC,Revision,7
INCORRECT MANUFACTURER NAME LISTED IN BILL OF MATERIALS FOR MOTOR STARTER UNIT,BOM,12
Structural beam material callout missing ASTM specification standard on drawing,Material,10
Fastener material callout incorrect: specify ASTM A193 Gr. B7 studs with 2H heavy hex nuts,Material,10
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun,Feasibility,9
FONT SIZE TOO SMALL ON VALVE TAG CALLOUTS: INCREASE TO STANDARD 2.5MM,Cosmetic,3
VERIFY STRUCTURAL CONNECTION CAPACITY: SHEAR TAB BOLT COUNT INSUFFICIENT,Technical,0
Title block CAD layer locked with outdated contractor company name,Documentation,6
Material specification required for cable tray: hot-dip galvanized steel vs aluminum -RJY,Material,10
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment,Calculation,8
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun -JDM,Feasibility,9
Wrong view orientation: detail shows left elevation instead of right elevation,Drafting,1
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK,Documentation,6
Missing radius dimension on elbow bend curvature callout -MWR,Dimension,2
Revision status in title block says Rev 1 but revision table lists Rev 2 -RJY,Revision,7
"PROVIDE MISSING COORDINATE DIMENSIONS X, Y, Z FOR PIPE SUPPORT SHOE PS-101 -BEK",Dimension,2
"Tolerance callout +/- 1/16"" missing on overall skid length dimension",Dimension,2
Revision cloud missing around modified nozzle connection at grid E-4,Revision,7
Structural beam size W14x90 inconsistent with design calculation sheet CALC-ST-101 -MWR,Calculation,8
Revision triangle tag on plan view does not match revision table entry,Revision,7
Incorrect tolerance specified on hole pattern for P-204A/B baseplate -JJD,Technical,0
PART NUMBER MISMATCH BETWEEN ASSEMBLY DRAWING AND SUB-ASSEMBLY DETAIL BY: VSM,Technical,0
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment -RJY,Calculation,8
Pump head calculation mismatch between data sheet and process flow diagram,Calculation,8
DELTA SYMBOL CALLOUT 3 MISSING ON SHEET 2 REVISION HISTORY TABLE,Revision,7
Revision cloud incomplete: does not fully enclose modified piping spool,Revision,7
Drawing release status still marked 'DRAFT': update to 'APPROVED FOR CONSTRUCTION' -UCC,Documentation,6
Verify structural connection capacity: shear tab bolt count insufficient,Technical,0
DIMENSION STRING DOES NOT CLOSE: 3450 MM DISCREPANCY AT WALL INTERFACE -JJD,Dimension,2
MISSING DIMENSION FROM COLUMN GRID D-2 TO PUMP CENTERLINE -RJY,Dimension,2
Codal issue: stair handrail height 3450 mm does not meet OSHA/IBC standard minimum 42 inches By: BreKol,Standards,4
Incorrect symbol used for check valve: per ISA-5.1 standard replace with standard symbol By: VSM,Standards,4
Missing connection detail at column B-08 and beam W12x26 intersection,Technical,0
Incorrect pipe schedule 160 specified for design pressure 2500 PSI -UCC,Technical,0
Structural steel member designation format violates AISC standard naming -JCM,Standards,4
Incorrect pipe schedule XXS specified for design pressure 1200 PSI -JDM,Technical,0
Revision table row entry missing reviewer initials and approval date -UCC,Revision,7
MISSING ENGINEER OF RECORD PROFESSIONAL SEAL AND SIGNATURE IN TITLE BLOCK -RJY,Documentation,6
Add general note specifying concrete minimum 28-day compressive strength 4000 PSI -JDM,Notes,11
ADD ENVIRONMENTAL NOTE REGARDING SECONDARY CONTAINMENT DIKE DRAINAGE VALVE OPERATION BY: BREKOL,Notes,11
Bill of materials quantity error: 16 bolts required per flange pair but BOM lists 8,BOM,12
MISSING CONNECTION DETAIL AT COLUMN HSS 8X8X1/2 AND BEAM C10X20 INTERSECTION,Technical,0
Pipe insulation material specification missing on high temperature steam line,Material,10
CALCULATION ERROR: THERMAL EXPANSION STRESS EXCEEDS ALLOWABLE CODE STRESS ON LINE 174005-S12-04-P08,Calculation,8
Coordinate with piping department: verify nozzle orientation matches P&ID M-015,Coordination,5
Pipe hanger support symbol non-compliant with MSS SP-58 standard,Standards,4
Erection clearance: overhead crane hook cannot reach pump for maintenance removal -MWR,Feasibility,9
Incorrect nozzle flange connection rating 1500# on vessel V-101,Technical,0
MISSING REFERENCE DRAWING NUMBERS FOR ELECTRICAL TIE-IN IN DOCUMENTATION BLOCK -RJY,Documentation,6
DESIGN CALCULATION INCONSISTENCY: HEAT LOSS CALCULATION REQUIRES 50MM INSULATION NOT 25MM -MWR,Calculation,8
Typo error in title block: 'ENGINEERINGG' misspelled with double G -RJY,Cosmetic,3
CORROSION ALLOWANCE MATERIAL BUFFER OMITTED IN WALL THICKNESS SPECIFICATION -JDM,Material,10
Revision block shows Rev 0 date but drawing contains Rev 1 markups -JDM,Revision,7
DISCREPANCY BETWEEN BOM ITEM COUNT AND CALLOUT BUBBLE COUNT ON ASSEMBLY VIEW,BOM,12
Spelling error in note 3: 'reciever' should be corrected to 'receiver' -MWR,Cosmetic,3
Structural beam size W14x90 inconsistent with design calculation sheet CALC-ST-101 By: VSM,Calculation,8
Wrong weld symbol: field weld flag indicated instead of shop weld,Technical,0
Emergency exit signage symbol not per ISO 7010 safety sign standard -JCM,Standards,4
CODAL COMPLIANCE ISSUE: AISLE CLEARANCE WIDTH BELOW NFPA MINIMUM 36 INCHES -UCC,Standards,4
CLASH DETECTED IN 3D MODEL BETWEEN FIRE PROTECTION SPRINKLER HEADER AND STRUCTURAL BRACE,Coordination,5
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL,Dimension,2
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-E12,Coordination,5
Pump head calculation mismatch between data sheet and process flow diagram -JCM,Calculation,8
INCORRECT DISTANCE BETWEEN ANCHOR BOLT CENTERS ON FOUNDATION TEMPLATE -JCM,Dimension,2
DISCREPANCY IN PIPE DIAMETER CALLOUT: 6 INCH INDICATED ON PLAN BUT 8 INCH ON ELEVATION,Dimension,2
Dimension callout from survey monument datum is missing on plot plan -BEK,Dimension,2
Update piping notes to include minimum slope requirement on condensate headers -UCC,Notes,11
Wrong bolt grade specified on structural shear connection: specify A325 instead of standard bolts -JCM,Technical,0
Missing stiffener plate connection at high stress beam junction -JDM,Technical,0
Missing dimension from column grid B-3 to pump centerline By: VSM,Dimension,2
FABRICATION FEASIBILITY: TIGHT PIPE SPOOL GEOMETRY CANNOT BE HOT-DIP GALVANIZED WITHOUT POOLING -MWR,Feasibility,9
Update piping notes to include minimum slope requirement on condensate headers,Notes,11
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38 -BEK,Calculation,8
Erection feasibility issue: column splice location inaccessible for mobile crane hook,Feasibility,9
Incorrect drawing scale: indicated scale 1:50 does not match graphic bar scale,Drafting,1
Missing revision triangle tag next to revised beam size on framing plan,Revision,7
Structural truss member buckling calculation does not verify unbraced length,Calculation,8
Calculation error: thermal expansion stress exceeds allowable code stress on line 174005-S12-04-P08 -RJY,Calculation,8
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth By: BreKol,Calculation,8
Line weight for piping header too thin: distinguish from background grid lines By: BreKol,Drafting,1
Revision cloud overlaps drawing title block: reposition cloud boundary By: VSM,Revision,7
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench,Feasibility,9
Incorrect material: 304SS specified where 316L required for chloride stress corrosion -JJD,Material,10
MTO discrepancy: structural framing schedule omitted W10x49 beam material take-off,BOM,12
Field assembly feasibility: provide bolted splice instead of field full-penetration weld,Feasibility,9
Update BOM item descriptions to match standard SAP catalog naming conventions,BOM,12
Incorrect pipe schedule STD specified for design pressure 300 PSI -JCM,Technical,0
COORDINATE HVAC SUPPLY REGISTER LOCATION WITH OVERHEAD CABLE TRAY RUN -RJY,Coordination,5
Typo error in title: 'structral' should be 'structural',Cosmetic,3
GENERAL NOTES PAGE SAYS SCAN SURVEY DATE 06/19/25: PLEASE CLARIFY SURVEY REFERENCE NOTE,Notes,11
Add general note specifying concrete minimum 28-day compressive strength 4000 PSI,Notes,11
REVISE NOTE 1 TO REFERENCE THE LATEST GEOTECHNICAL SITE INVESTIGATION REPORT BY: VSM,Notes,11
Delta revision symbol missing on updated elevation callout -JDM,Revision,7
Add note: 'All sharp edges and burrs must be ground smooth prior to painting' -MWR,Notes,11
INCORRECT MANUFACTURER NAME LISTED IN BILL OF MATERIALS FOR MOTOR STARTER UNIT -JDM,BOM,12
Previous revision cloud Rev A must be removed before issuing Rev B,Revision,7
INCORRECT SYMBOL USED FOR CHECK VALVE: PER ISA-5.1 STANDARD REPLACE WITH STANDARD SYMBOL -JJD,Standards,4
GROUT MATERIAL CALLOUT MUST SPECIFY NON-SHRINK CEMENTITIOUS GROUT PER PROJECT STANDARD -JCM,Material,10
Maintenance accessibility: insufficient clearance to pull heat exchanger tube bundle,Feasibility,9
Field weld accessibility: joint located inside enclosed box beam cannot be inspected -JCM,Feasibility,9
WRONG GASKET MATERIAL: GRAPHITE FILLED SPIRAL WOUND REQUIRED FOR STEAM SERVICE,Material,10
TITLE BLOCK SCALE BOX SHOWS 'NTS' BUT DRAWING IS PLOTTED TO SCALE 1:50,Documentation,6
Incomplete documentation: missing reference standard specification document number -JCM,Documentation,6
NOZZLE PROJECTION DIMENSION MISSING FROM VESSEL OUTER SHELL -JDM,Dimension,2
Wrong valve body material: specify 316L stainless steel for acid injection line By: VSM,Material,10
Revision table not updated: add Rev B description 'Incorporated client comments' -JCM,Revision,7
Revision block shows Rev 0 date but drawing contains Rev 1 markups By: BreKol,Revision,7
BOM item table missing unit weight and total weight column entries -UCC,BOM,12
CENTER-TO-CENTER DIMENSION BETWEEN NOZZLES N1 AND N2 IS MISSING BY: BREKOL,Dimension,2
REVISION STATUS IN TITLE BLOCK SAYS REV 1 BUT REVISION TABLE LISTS REV 2 -BEK,Revision,7
Text alignment in general notes section is jagged: align left margins,Cosmetic,3
MISSING REFERENCE DRAWING NUMBERS FOR ELECTRICAL TIE-IN IN DOCUMENTATION BLOCK -JJD,Documentation,6
Cable voltage drop calculation exceeds 3% allowable limit for 480V feeder,Calculation,8
Revision triangle tag on plan view does not match revision table entry,Revision,7
Incorrect part number in BOM item 14: catalog number does not match manufacturer spec -MWR,BOM,12
Drawing index sheet list does not match actual sheets included in package -UCC,Documentation,6
Erection feasibility: provide temporary lifting lugs for modular frame transport,Feasibility,9
STRUCTURAL BEAM SIZE W14X90 INCONSISTENT WITH DESIGN CALCULATION SHEET CALC-ST-101 BY: VSM,Calculation,8
Incorrect O-ring elastomer material: specify Viton for hydrocarbon service -BEK,Material,10
Text justification misaligned in equipment table column,Cosmetic,3
Machining symbol missing on flange mating face surface finish requirement -UCC,Technical,0
Update piping notes to include minimum slope requirement on condensate headers -UCC,Notes,11
Misaligned column text in revision history table,Cosmetic,3
LEADER LINE CROSSING DIMENSION STRING: REROUTE LEADER TO DETAIL BUBBLE BY: VSM,Drafting,1
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment -JCM,Calculation,8
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
Pipe span deflection calculation exceeds L/240 criteria under hydrostatic test load,Calculation,8
Project work order number missing in document control block -RJY,Documentation,6
Dimension string does not close: 500 mm discrepancy at wall interface -JJD,Dimension,2
TITLE BLOCK CAD LAYER LOCKED WITH OUTDATED CONTRACTOR COMPANY NAME BY: BREKOL,Documentation,6
Safety shower symbol orientation violates ANSI Z358.1 specification,Standards,4
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH -JJD,Feasibility,9
Clash with piping: 6 inch CS line conflicts with electrical cable tray at grid B-3 -UCC,Coordination,5
Line weight for piping header too thin: distinguish from background grid lines,Drafting,1
BOM PART NUMBER TYPO: REPLACE VENDOR CODE XYZ-100 WITH XYZ-200,BOM,12
CLASH WITH EQUIPMENT ACCESS: MOTOR REMOVAL PATH BLOCKED BY ADJACENT PROCESS LINE,Coordination,5
BOM ITEM 5 SIZE CALLOUT SHOWS 4 INCH BUT ISOMETRIC DRAWING SHOWS 6 INCH PIPE,BOM,12
Coordinate tie-in point TP-226 location between piping and battery limit package,Coordination,5
Missing break line symbol on truncated pipe spool run -BEK,Drafting,1
PIPE SCHEDULE STANDARD CALLOUT NON-COMPLIANT WITH ASME B36.10M BY: BREKOL,Standards,4
Material specification discrepancy between piping line list and isometric drawing -JCM,Material,10
TEXT ALIGNMENT IN GENERAL NOTES SECTION IS JAGGED: ALIGN LEFT MARGINS,Cosmetic,3
BOM item 5 size callout shows 4 inch but isometric drawing shows 6 inch pipe,BOM,12
Add environmental note regarding secondary containment dike drainage valve operation,Notes,11
Incorrect nozzle flange connection rating 900# on vessel V-101 -JCM,Technical,0
PIPE SCHEDULE STANDARD CALLOUT NON-COMPLIANT WITH ASME B36.10M,Standards,4
